month_end,q5_ew,q5_vw,d10_ew,t3_ew,t3_vw,q5_ew_secneutral,t3_ew_DEX,t3_ew_Other,t3_ew_Lending,coin_t3_ew,rev_ls,mom3_ls,high52_ls,size_ls
2022-02-28,,,,,,,-0.19952677832705198,,,,,,,
2022-03-31,0.015863327733291133,0.03908764759022687,,0.0947499669776597,-0.012795637675694305,0.015863327733291133,0.13944165532476321,,,,-0.11108452854005313,0.2258469686092066,0.1153423359748762,0.05185047483292232
2022-04-30,0.14293439795597532,0.1879954651395134,,0.10964095021472042,0.16987955454829057,0.1654476691757927,0.09643204602606126,,,,-0.056664440997665044,-0.13423637666845212,-0.016436712605520487,0.13872349000959544
2022-05-31,0.08552577209194812,0.18489723661029733,,0.012089687808494398,0.056600564336073245,0.07271572121652237,0.0187309928899258,,,,-0.06526384756509351,-0.004776058335813627,-0.19148643571230306,-0.15331657817369765
2022-06-30,-0.16613381011772743,-0.22087960460876144,,-0.1599321526428863,0.045450296923525424,-0.06577274023418511,-0.06751956617460331,,,,-0.23520197101981732,0.05952898391938988,-0.09489026975371118,-0.11988342316293504
2022-07-31,-0.06939538162126138,-0.0803263426028967,-0.03338256404451373,-0.06103853854616845,-0.12780519625481773,-0.006429902293172196,0.08743993282112286,,,,-0.12217328071469248,-0.028920270334784073,-0.046748084010802896,-0.03358290532313973
2022-08-31,0.0032850253087761683,0.0639536866773111,-0.05445763600488146,0.029761910111592724,0.1716113389338321,0.011170296620547387,0.05981218925419243,,,,-0.12192105002161521,0.02019556631779898,-0.13822223784888604,0.08201091000810785
2022-09-30,0.16567310267404237,0.00485174942103932,-0.09123950361538764,0.09376667433247607,0.05134055108792848,0.1796038142300041,0.11309140482283883,,,,0.054563858866310475,0.21084720819402816,-0.18048412529618496,-0.15982172864126495
2022-10-31,0.03735973224190953,0.12536411268587463,-0.03454347563888971,0.055911329597602394,0.07233374103405127,0.047442296644898796,0.032608676239071405,,,,0.19681363164570587,0.12915533462282003,0.15253889980994928,0.07645929904997611
2022-11-30,-0.03960326231066222,-0.002814818707532002,-0.19795043203290955,-0.06909163191401685,0.05876197517496373,-0.05098784363532774,-0.032988330230210805,,,,-0.009923763174239209,0.04727324808255476,0.13699532535546438,0.01561159450646854
2022-12-31,-0.08955221009020886,0.36191016638112394,-0.057975588302639214,0.16195161516019307,0.37228205307167994,-0.053965729748311375,0.3431057771577286,,,,-0.28121582765543784,0.08867165672604299,-0.17076946072663002,0.3533725658472062
2023-01-31,0.12255588648328954,0.05705220372141068,0.18103539627468967,0.04315159055639939,-0.07254692053984493,0.021790076016247828,-0.20221610383150773,,,-0.10468175943061711,-0.12213664683751324,-0.017103979259438087,-0.08249820798599797,-0.01903474131468006
2023-02-28,-0.02668624909526139,-0.0309638910344444,-0.10966793019499066,-0.034404003161186636,-0.059099652296425845,-0.05383428967313389,-0.04124519526492808,,,0.11030463100699273,0.02972744335890641,0.009704604798787847,-0.07301606065977378,0.02406650857259801
2023-03-31,0.15647761999786744,0.14009988309131718,0.230998429646875,0.1016404840013796,0.03164800501959006,0.10820126771123224,0.11242304653947591,,,0.04879227960021339,0.016349011294879437,-0.07161949436507503,0.011301469819103599,-0.011959756004871674
2023-04-30,0.04533083068538957,0.13137828544611177,0.07853553164688093,0.06008282127306622,0.012114621411653814,0.04405169885763416,0.010975675909376537,,,-0.072891327782001,0.05807143876438939,-0.004034723998683515,0.06297310692099692,0.038174437288465174
2023-05-31,0.024610623399184656,0.0154226693585168,-0.047415501286530354,0.05681411997566123,0.04523028622768567,-0.00824254274721474,0.013424513360777018,-0.13297419762352441,,-0.07943535644207782,0.0038712344681410132,-0.1715039339235509,-0.06310932322158544,0.06994009351685881
2023-06-30,-0.06377919240322039,0.018713886274489604,-0.12424666070954762,-0.16312458802205598,0.16809619585058524,-0.06594627359219563,-0.04565039385732224,-0.14725150849220778,,-0.05530111679740132,-0.09891817564938066,-0.05871124991926506,-0.27413661805069867,-0.22970154074968083
2023-07-31,-0.008201887292001137,0.11321176033931182,-0.015469650541100416,-0.03233862429260742,-0.0761195678378965,-0.01903928041881059,-0.032551403061916145,0.004176051947747089,-0.15435737718993692,-0.08229373991783254,-0.06576317425931216,-0.0354169865067126,0.026212306520704748,0.012208975543361866
2023-08-31,-0.08224040061284837,-0.07378292227560612,-0.07040841166466155,-0.09417247924277682,-0.05740334283931632,-0.06310039659893188,-0.037031457190447016,-0.23445280621933984,-0.05995029993138673,0.08247753568769944,0.08440884051781772,0.05248881215835162,0.11343604115449868,0.06804885295764618
2023-09-30,0.05987389204515589,0.010389434353536856,0.011680908525204425,0.01862966399017235,-0.04521755667673136,0.018073503613606712,0.013343121846256356,0.004602079260995692,0.02250007774318137,0.2654917014686695,-0.028371780129152105,0.04030413265987824,0.005987712987219923,-0.005012505801945011
2023-10-31,0.067822465963013,-0.11255286584241256,0.06761763533180754,-0.156370467583616,-0.176452640105766,-0.2121205347728753,0.020750644334776996,-0.9321888431980648,-0.003873147126746551,0.2854713020785685,0.1058282847796517,-0.2573169375217981,-0.10872488545072362,-0.08357856765000149
2023-11-30,0.13834635533199113,-0.041905477740523944,0.22422153283704827,-0.00644570531236921,-0.11052282642054437,-0.08741314831836655,0.09207455496115086,-0.5928090260839545,0.020134667505907297,-0.3040614328023996,0.10326675034401261,0.07509186592184364,-0.1223965268652498,-0.09416911657529078
2023-12-31,-0.04243071808420984,0.035484083364466554,0.00028878300858828365,-0.061070054006293215,-0.01228283983535848,-0.040456270579553116,0.0009237642847419181,-0.20323597363988405,-0.043550160729911025,0.00029257349362690754,-0.225793977525671,0.0576740544629048,,-0.18460254615997146
2024-01-31,-0.1097650662974124,-0.1881240406254844,0.061823261732299295,-0.037185303944245185,0.26777634464918043,0.030152096525775884,-0.09365139672553086,0.17611627695656407,-0.2150996992936094,-0.07175975197138507,-0.32972092520552165,-0.03990871648532879,-0.17158554190325778,0.09458972942315319
2024-02-29,-0.03141841837300596,-0.15510132032697022,-0.26248549712794034,-0.012400401311733422,-0.07255716541941273,-0.016871633008856357,-0.060830613721161136,0.28286066768665674,0.0825306298212512,0.18862000617170893,0.052688115772069805,0.1165385246980411,,-0.13206091735700248
2024-03-31,-0.019548189080653866,0.03666439176696762,-0.09062933665135825,-0.04969305399853147,-0.028799054652145606,-0.0757022957415609,-0.015211166739994009,0.07162764225284612,-0.04217288399900798,-0.10380889259526982,0.039458169253813735,-0.05269201865535422,,-0.18904269153187847
2024-04-30,0.08676775474089742,0.04369019778190607,0.10654763157364781,0.09151705649400932,0.2642427511670117,0.07866695561860883,0.08989621395018277,-0.0817906365081144,0.17383294784843575,0.034967496646387874,-0.15418386692800104,-0.06891428086870222,-0.1859648054528091,-0.014749210189410902
2024-05-31,0.045142898770312634,0.03801361724403618,0.06243784111961778,0.05634776375305886,0.13302208834502238,0.0014052062936918408,0.01905802924523123,0.06996873614633192,0.17731110456811078,0.056799254698774726,-0.037421178636406066,0.017469848757202172,0.04323472978811646,-0.019802196301951458
2024-06-30,-0.024832615397180388,0.00016972283490228335,-0.025517460093160152,-0.028423145868082852,-0.08999900676178008,-0.01777406563222357,-0.07054096376586712,-0.0173096104248118,0.099136212591,0.08409499022948935,0.06108265377832556,-0.03345501046322183,-0.0019814672745780554,0.022454864173654887
2024-07-31,0.08324326250557808,0.01580063384128999,0.08053007375137616,0.09730487719049917,0.00032558058759854513,0.05219391167440718,0.06557902199250541,0.08825354578795794,0.07192965734036107,-0.010677351044267272,-0.0655014508656231,0.04061367305080589,-0.030368703060473873,-0.06698418921777828
2024-08-31,-0.059559464417816066,0.03313307323462178,-0.007377324057300488,-0.07760996737719908,0.021954604644310594,-0.05762002823325901,-0.05205029404102891,0.048052104917010535,0.002217792286493797,-0.09200592854842037,-0.05967104264163395,-0.012904406774605345,-0.04768732444107909,0.1289834157858556
2024-09-30,0.013212355407285714,-0.017692491677124764,0.04689461271905887,0.015271424951773568,0.03132548408238718,0.015705455152668343,-0.002496326921633915,0.07900856079361832,0.12506903166090044,-0.007721410578419255,0.04550506484793022,0.0037810016541684616,0.024675082714251305,0.03383575621579277
2024-10-31,0.1028982850583321,0.11164637387749832,0.039723271892074585,0.12744060963661485,0.17537583167183535,0.0918812160081488,0.11496413479559586,-0.029976804023157833,0.1493475265474964,0.14221573923792585,-0.24401038863530528,-0.0925547655132849,-0.34340382651075513,0.12953483620868939
2024-11-30,0.0353068999110738,0.012150518911352187,-0.06774558766241348,0.03988353815760251,-0.16467772804875183,0.02692606211358764,0.13986469487811942,-0.007448699932142144,0.028999187770499812,-0.008356697150922354,-0.03639378198954678,0.03775901944804924,0.10534884148451609,0.03268742619663832
2024-12-31,0.08460824670295487,-0.011326037425043234,0.18468426469383017,-0.003194117789000056,0.0050152269261165006,0.0826297033455901,0.03372081875042246,0.015067359415109255,-0.09372870781956477,0.030189840744435502,0.051507559435806316,0.00673879691578444,0.10535852512307281,0.04604338913121865
2025-01-31,-0.02389645859159137,-0.0901041127364518,-0.02405244110927343,0.017407283205708224,0.036461253979689745,-0.026598477567914003,-0.02199511016331479,-0.1328172414464576,0.039504547053298034,-0.06757880078854214,-0.0443858818124922,-0.1536328772690792,-0.02344850610191196,-0.1348061010309065
2025-02-28,-0.031037158652307856,-0.023154687533831042,-0.019066897294255813,-0.023877100979816324,-0.028776923570976914,-0.04097900042907027,-0.01531847459477545,0.03480320916646146,-0.045711829982354846,-0.007330245247487849,-0.03160717812598751,0.09247815934069598,0.09867854808134184,-0.0011792618248783748
2025-03-31,0.08421014642080371,0.24060002962828428,0.0694730882640684,0.07375602647935775,-0.02928610596181701,0.08868872062463075,0.020668591900272995,0.07989141463617648,0.12128216979116299,-0.06964195575632912,-0.07741373969401802,-0.10619089931648752,-0.0939752074069036,0.060414017467920425
2025-04-30,0.0006230690802600386,0.010608077191446283,0.06325401319258689,-0.02274930066940538,-0.23091704684916853,-0.015967393116665993,-0.0020655600666790314,0.03861350281317076,-0.17978960286215784,0.1283398901368143,-0.08750989965895,0.05817624267435044,0.0926888620562158,0.08141280410708325
2025-05-31,0.11894537809336479,0.14413693595129637,0.22062359227101752,0.006436955318239068,0.03167034140246068,0.10975008088530488,-0.021765127517223717,0.01802339075116849,0.04291660339429258,-0.03409478806585427,0.057523154711459176,-0.11113295636302187,-0.02107946495953139,0.15537162915217173
2025-06-30,0.08921110340676897,0.5114739556129863,-0.03544973768590043,0.1830931986519569,0.5513083584685076,0.16255527527355657,0.1728571600024705,0.09741966324269316,0.3889077068832134,0.030447675917377737,-0.33320220624714747,0.15734626208710795,-0.049776548073385676,0.08877192874904519
2025-07-31,0.08101268133362138,0.11855843219262101,-0.06380777181671857,0.10019114128924908,0.0946411074146656,0.06853894906635472,0.04362418292924299,-0.022388339317529173,-0.09290550695170416,0.08912548855959865,-0.07002489146013478,-0.02856660332074626,-0.017685877458298645,-0.04694306399400369
2025-08-31,-0.00840547044854266,-0.06655829374821118,-0.017185717037839304,-0.06165863866632612,-0.17516236906306534,-0.036000071969308475,-0.17962058364422362,0.11234669495696313,0.012101230923409506,0.01384019352206698,-0.00101232797621445,-0.0950563131738357,-0.13252784506332135,4.435385449549911e-05
2025-09-30,0.07277702041795048,0.19281070196996158,0.011121293421182038,0.029657144419702797,0.04875702576817842,0.004129215853883095,0.11572485781577105,-0.040365452522229894,-0.02689337539922876,0.03337568946254896,0.04347781567047562,0.013877082964249332,0.18363572476930673,-0.01572564063340537
