cmc_id,symbol,month_end,locked_supply,circulating_supply,staking_ratio,escrow,mechanism,source,flag
7737,API3,2022-02-28,59705530.39863943,36907810.0,1.6176936642580373,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-03-31,59403018.81675256,36907810.0,1.6094972532033887,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-04-30,59627203.767235294,36907810.0,1.615571440495529,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-05-31,58272586.687163256,36907810.0,1.5788687187661163,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-06-30,58388705.18962401,36907810.0,1.5820148957530673,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-07-31,58940689.2704152,56547601.0,1.0423198902888064,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-08-31,59568578.894135825,56547601.0,1.053423626125816,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-09-30,60633291.67987887,56547601.0,1.0722522371882561,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-10-31,60614681.44148544,56547601.0,1.0719231297095246,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-11-30,61901923.334449425,56547601.0,1.0946869936082597,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2022-12-31,61621553.26538043,71748537.0,0.8588544915609977,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2023-01-31,61488741.64576795,71748537.0,0.8570034207912552,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
7737,API3,2023-02-28,65737331.924474254,80187930.55562828,0.8197908521765715,0x6dd655f10d4b9e242ae186d9050b68f725c76d76,"single-pool reward stake (Api3Pool, Ethereum)",dune:tokens_ethereum.transfers cumulative in-out of escrow,"reward-staking pool (xSUSHI/stkAAVE-style), single contract holding base API3; staking_ratio>1 in some months (CMC circulating excludes pooled API3) -- kept un-capped & flagged, z-score uses rank"
